Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-16,Sian Varney,Brilliant all round,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",Entire process was really easy and efficient when enquiry/booking Customer service team were helpful when customising the menu Chef was great the food was lovely Will certainly book again (for the 3rd time!)
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-09,Josephine Johnston,Golden Wedding Anniversary Celebration,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","This experience was booked to celebrate our Golden Wedding Anniversary and it was amazing. The chef Ceasar was very professional, food & presentation was excellent. The chef cleaned up leaving the kitchen as he found it. All our guests were very impressed. We would definitely recommend this company to our friends & family."
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-10,Sarah H,Really brilliant experience from…,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","Really brilliant experience from initial conversations to delivery to make a special occasion even better!As a family group we have a lot of dietary challenges and the team at Dine Indulge helped hugely with menu suggestions and everyone was thrilled! Chef was brilliant, food was fabulous! Was absolutely wonderful - highly rated and looking forward to using the team again!"
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-24,Mrs Wendy Henry,Fantastic personal service and food,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",Fantastic Michelin star food served in your own home by your own personal and professional chef. Who could ask for more?
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-11-27,Andrew Palmer,Simply superb. Will definitely book again.,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",Let me tell you about our evening. Our chef Liv came exactly on time and was friendly and got familiar with the kitchen. She ask us about timings and then delivered amazingly tasty food on time and better than our expectations. After the sumptuously she cleared up a Dan when she left the kitchen was probably cleaner than when she came in. We have had private chefs before and they were great but this was definitely the best! Thanks Liv for delivering a brilliant evening.  You are an amazing chef.
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-17,Stanley Hunt,Wonderful evening,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",Our experience with our chef was great from beginning to end ! Would highly recommend it to those who want to experience the luxury of having a chef cook for you in your own home.
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-11-22,Mark Loder,Home dining with Personal chef,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",Great communication for weeks up to the event. Diary countdown and reminders if anything left on or in need of changing. Chef rang to say on way. Arrived on time. Very professional. Discussed all requirements and use of everything. Amazing food and service and cleaned up after himself. Very enjoyable experience.
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-02,of,60th birthday,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","Fabulous, unobtrusive chef, delicious food and a brilliant chef who didn’t make us feel rushed and answered any questions we had about our meal.  Can’t recommend Peter enough…..amazing!!!"
2,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-06-27,Shirley Johnson,Major disappointment,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",I booked Dineindulge to cater for my sons wedding celebration in a private villa in MajorcaHowever the event fell far below my expectations mainly as the one chef sent was completely overwhelmed.This resulted in the meal being served 70 minutes later than my requested time.Food was also cold not all components where served and all in all a major disappointment.To be fair Dineindulge have responded very quickly to my complaint + have given me a small refundHowever I felt they failed to grasp how this experience spoilt a very important day for my familyTherefore I would have to say think carefully about using their services abroad as the chefs very poor basic English caused many problems
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-11-25,Maria ,Superb Chef,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",Had an amazing 5 course meal prepared by Bryan. Absolutely delicious and he came along with a lovely young lady to help. They were both so kind and friendly and the standard of each dish was beyond our expectations. Incredible and felt like we had known them for ever. Outstanding in every way and left the kitchen spotless.
Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2024-01-07,Oussama Elmaissour,its was a special experience i would…,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",its was a special experience i would like to share with you its unforgatable
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-17,Catherine   Walker,Wonderful experience,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",Could not rate the company higher. I have left really detailed reviews on Google and their website. But everything was perfect and will 100 percent use this company again.
4,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-09-17,Mandy Page,Excited but a little disappointed….,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",I had been very excited for months looking forward to a chef cooking in my home to celebrate my sons 30th birthday. I wasn’t disappointed by the meal or the service however I am a little upset the chef used my pots and pans which is fine but decided to use a scourer on my fairly new frying pan as the apples had burnt…. Wasn’t happy finding that the following morning when I was washing the very sticky kitchen floor and cleaning the work surfaces….
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-11-21,Ruth Light,Great experience.,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","Booking a chef was easy and the communication throughout the process good.We booked a chef for my husband’s 70th birthday at a rented cottage. Andy, our chef, was excellent. Professional, friendly and the food was superb. Menus were varied.Couldn’t fault the whole experience."
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-11-26,Karina Singh,Great experience,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","Rob cooked us a great 5 course meal. The food was well prepared and presented, the food portions were perfect and the fish in particular was sublime. It was a memorable evening. The organisation was spot on, with the communications from the company and chef all reassuring and as promised. I would definitely use them again."
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-10-29,Ellie,A great experience from start to…,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","A great experience from start to finish. Great chef, Phillipe, who was really friendly, provided information about each course and delivered a wonderful meal for our family. A lovely way to enjoy fabulous food at home and have no stress. Throughly enjoyed by all family members. Highly recommended."
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-11-25,Diane ,Perfect Dining Experience,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","Our chef Darren and his assistant Jackie made our evening very special.  The food, presentation and service were all superb.  I will certainly be using DineIndulge again.  Not only that the kitchen was left spotless."
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-11-05,DIYer,Great for celebrations in holiday houses,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","Simple process, guests found sending in their menu choices straightforward.  Our chef Matt contacted me beforehand which was reassuring.  All went very well on the night and we had a superb meal in our holiday house.  On the website it said you could swap dishes between the fixed menus but I couldn't see how to do this; it wasn't a problem though as we all found things we liked"
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-03,Ann Eley,Our friendly chef Sam produced an…,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",Our friendly chef Sam produced an excellent meal everybody at our party thoroughly enjoyed the food and it made our occasion even more special. Thank you
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-10-31,Christine Legg,Although we were asked to change our…,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","Although we were asked to change our date for our special birthday occasion, a week before, I did find it stressful, as we had planned it to happen during our annual holiday with the family. To be fair, DineIn did deal with it promptly, but they did change our original day that we booked, because of a chef issue. Other than that, we were very pleased with everything else."
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-20,Karen Hirst,The booking process was really easy and…,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",The booking process was really easy and the communication leading up to the event was great.The chef and food were excellent
1,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-01-01,Carlos Luethy,Very poor experience with Dineindulge,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","Very poor experience with Dineindulge, and when you complain or ask for clarifications, their service and support team treat you like shi.... All but professionally. Before doing business with them, I wish I had read some online reviews. There must be a ton of trustworthy businesses offering comparable catering services!In conclusion: For my daughter´s 30th birthday in France, I reserved a dinner on their website (EUR 100,00/person without bread and drinks), but ended up making spaghetti for my guests two hours later - imagine the enormity of the dishes ;-). Additionally, the chef apologizes and explains that the budget he had was about EUR 12,50 per person. The talks I had with Dineindulge's service desk were extremely rude to me and much below the standard you would expect from a business that makes the claim to be highly professional and customer-focused. Keep away!"
5,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-12-18,Dulwich Buyer,Brilliant experience from start to…,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!",Brilliant experience from start to finish - chef was great and the food was excellent! Would highly recommend and will definitely be booking again!
